Employee_ID,Employee_Name,Department,Attendance_Date,Check_In_Time,Check_Out_Time,Attendance_Status,Shift_Type,Location
E1030,Employee_30,HR,01-17-2024,10:28,19:41,Work From Home,Morning,Remote
E1058,Employee_58,HR,05/02/2024,10:58,19:32,Late,Morning,Office
E1050,Employee_50,IT,2024-02-21,10:2,16:55,Work From Home,Evening,Office
E1024,Employee_24,Operations,03-24-2024,8:52,16:14,Late,Morning,Office
E1046,Employee_46,Sales,03-03-2024,8:51,20:23,Work From Home,Morning,Office
E1025,Employee_25,Finance,2024-02-21,,,absent,Morning,Remote
E1049,Employee_49,Operations,11/02/2024,10:36,20:28,Work From Home,Evening,Office
E1025,Employee_25,Finance,2024-01-01,,,Absent,Morning,Office
E1016,Employee_16,Finance,2024-03-13,10:36,20:49,Late,Evening,Office
E1014,Employee_14,IT,2024-03-22,9:3,16:31,Late,Evening,Office
E1032,Employee_32,HR,10/01/2024,11:5,16:1,Late,Morning,Office
E1041,Employee_41,Sales,02-09-2024,8:29,20:49,Late,Evening,Remote
E1053,Employee_53,IT,2024-03-01,11:44,17:59,,Evening,Remote
E1054,Employee_54,Operations,02-18-2024,9:23,20:24,Late,Evening,Office
E1047,Employee_47,Sales,30/03/2024,9:30,20:10,Present,Morning,Remote
E1001,Employee_1,Sales,01-30-2024,8:30,18:0,Late,Evening,Office
E1043,Employee_43,HR,21/02/2024,11:24,18:5,Present,Evening,Remote
E1003,Employee_3,HR,26/02/2024,8:30,18:53,Work From Home,Evening,Office
E1054,Employee_54,IT,14/01/2024,9:45,20:0,Present,Morning,Remote
E1015,Employee_15,IT,01-31-2024,11:34,20:41,Work From Home,Morning,Remote
E1031,Employee_31,HR,2024-01-06,,,Absent,Morning,Office
E1002,Employee_2,Operations,2024-03-06,11:29,20:58,present,Morning,Remote
E1002,Employee_2,Finance,15/01/2024,,,Absent,Evening,Office
E1049,Employee_49,HR,24/03/2024,8:18,18:12,Late,Evening,Remote
E1042,Employee_42,Operations,27/01/2024,9:49,18:34,Late,Morning,Office
E1052,Employee_52,Finance,2024-01-05,10:12,16:47,Work From Home,Morning,Office
E1012,Employee_12,Sales,2024-03-24,10:13,17:57,Present,Evening,Remote
E1054,Employee_54,IT,2024-01-03,,,Absent,Morning,Remote
E1019,Employee_19,IT,27/03/2024,11:17,18:19,Late,Morning,Office
E1009,Employee_9,Sales,2024-01-09,10:2,17:35,Present,Evening,Remote
E1058,Employee_58,Finance,21/03/2024,,,Absent,Morning,Remote
E1012,Employee_12,Finance,02-08-2024,10:37,16:25,Late,Evening,Office
E1020,Employee_20,HR,2024-03-10,8:42,20:59,Late,Evening,Office
E1037,Employee_37,IT,27/01/2024,10:58,20:37,Present,Morning,Remote
E1009,Employee_9,Sales,03-08-2024,,,Absent,Evening,Office
E1003,Employee_3,IT,21/01/2024,8:49,16:31,Work From Home,Morning,Remote
E1012,Employee_12,Finance,02-19-2024,8:41,18:44,Late,Morning,Office
E1024,Employee_24,Finance,2024-01-24,11:35,20:35,Late,Morning,Office
E1056,Employee_56,Operations,03-25-2024,,,Absent,Morning,Remote
E1017,Employee_17,HR,2024-03-18,,,Absent,Evening,Office
E1008,Employee_8,Sales,03-06-2024,9:18,17:59,Work From Home,Evening,Office
E1025,Employee_25,Operations,31/01/2024,,,Absent,Evening,Remote
E1053,Employee_53,HR,02-16-2024,8:52,16:22,Late,Morning,Remote
E1034,Employee_34,HR,02-24-2024,9:58,20:52,Late,Evening,Office
E1020,Employee_20,Sales,01-25-2024,10:32,17:50,Present,Evening,Office
E1021,Employee_21,HR,31/01/2024,9:3,20:10,Late,Morning,Remote
E1039,Employee_39,Sales,2024-03-20,10:29,18:58,Present,Morning,Office
E1011,Employee_11,HR,17/01/2024,,,Absent,Evening,Remote
E1045,Employee_45,HR,02-11-2024,11:42,17:37,Present,Evening,Remote
E1059,Employee_59,IT,01-28-2024,8:36,20:37,Work From Home,Evening,Remote
E1036,Employee_36,HR,02/02/2024,10:1,16:39,late,Morning,Office
E1037,Employee_37,Finance,01-23-2024,,,Absent,Evening,Office
E1034,Employee_34,HR,2024-03-27,8:42,19:54,,Morning,Remote
E1048,Employee_48,Operations,02-01-2024,9:17,18:28,Late,Evening,Remote
E1031,Employee_31,Finance,2024-03-29,10:54,19:10,Work From Home,Evening,Office
E1050,Employee_50,IT,01-25-2024,10:55,20:54,Late,Morning,Remote
E1022,Employee_22,Finance,21/02/2024,8:10,19:21,Present,Evening,Remote
E1037,Employee_37,HR,03-25-2024,9:37,18:59,Work From Home,Morning,Remote
E1006,Employee_6,Finance,03-03-2024,11:57,19:47,Work From Home,Evening,Office
E1057,Employee_57,IT,2024-03-27,11:6,20:32,present,Morning,Office
E1027,Employee_27,Finance,02-20-2024,9:59,19:44,Late,Morning,Remote
E1002,Employee_2,HR,2024-01-09,9:23,20:33,Work From Home,Morning,Office
E1053,Employee_53,Sales,2024-01-16,11:35,18:11,Present,Morning,Office
E1010,Employee_10,Finance,06/01/2024,10:52,16:48,Present,Morning,Remote
E1002,Employee_2,Operations,2024-01-19,8:20,17:20,Work From Home,Evening,Office
E1052,Employee_52,IT,2024-02-12,10:22,16:41,Present,Evening,Remote
E1035,Employee_35,HR  ,19/01/2024,9:23,18:31,Work From Home,Evening,Office
E1052,Employee_52,Sales,2024-02-12,9:56,20:0,Late,Morning,Office
E1016,Employee_16,IT,23/01/2024,10:28,16:36,Work From Home,Morning,Remote
E1057,Employee_57,IT,2024-03-05,11:4,18:31,Late,Evening,Office
E1059,Employee_59,IT,21/02/2024,11:34,20:52,Present,Morning,Remote
E1030,Employee_30,IT,03-06-2024,9:29,16:41,Present,Evening,Remote
E1009,Employee_9,Sales,2024-01-14,,,Absent,Evening,Remote
E1026,Employee_26,HR,01-04-2024,11:39,20:21,Work From Home,Morning,Remote
E1010,Employee_10,Sales,24/02/2024,10:37,16:42,Present,Morning,Office
E1045,Employee_45,Operations,03-06-2024,,,Absent,Morning,Office
E1030,Employee_30,Finance,2024-01-06,9:37,18:25,Work From Home,Evening,Office
E1025,Employee_25,Operations,03-22-2024,,,Absent,Morning,Office
E1016,Employee_16,IT,01/02/2024,10:43,20:35,Late,Evening,Office
E1002,Employee_2,Finance,03-06-2024,,,absent,Evening,Remote
E1017,Employee_17,Operations,06/03/2024,8:53,16:34,Present,Evening,Remote
E1046,Employee_46,Operations,2024-03-02,11:0,17:46,Work From Home,Evening,Office
E1006,Employee_6,IT,03-18-2024,10:44,16:2,Present,Evening,Remote
E1036,Employee_36,Operations,2024-02-01,10:45,19:27,Late,Morning,Remote
E1022,Employee_22,Sales,20/03/2024,10:47,17:23,Late,Morning,Office
E1022,Employee_22,Operations,02-05-2024,10:56,20:38,Present,Evening,Remote
E1021,Employee_21,IT,2024-01-29,,,Absent,Morning,Remote
E1020,Employee_20,Finance  ,2024-03-06,9:53,16:6,Present,Evening,Remote
E1031,Employee_31,IT,26/02/2024,,,Absent,Morning,Remote
E1041,Employee_41,Sales  ,03-15-2024,8:44,16:17,Present,Morning,Remote
E1054,Employee_54,Operations,03-27-2024,8:42,16:0,Late,Morning,Office
E1049,Employee_49,Operations,04/01/2024,9:21,17:30,Late,Morning,Remote
E1013,Employee_13,HR  ,2024-02-12,,,Absent,Morning,Remote
E1002,Employee_2,Sales,15/01/2024,9:11,17:25,Work From Home,Morning,Office
E1027,Employee_27,HR,21/01/2024,10:25,17:40,Late,Evening,Office
E1027,Employee_27,HR  ,2024-02-11,9:10,20:27,Work From Home,Morning,Remote
E1055,Employee_55,IT,2024-02-22,9:30,19:29,Work From Home,Morning,Office
E1019,Employee_19,HR,03-19-2024,9:2,20:50,Late,Evening,Office
E1019,Employee_19,HR,02-22-2024,9:33,18:1,Present,Morning,Office
E1007,Employee_7,IT,02-12-2024,8:44,17:34,Late,Morning,Remote
E1006,Employee_6,Finance,18/02/2024,8:21,16:52,Work From Home,Morning,Office
E1033,Employee_33,IT,08/01/2024,,,Absent,Morning,Office
E1014,Employee_14,IT,03/03/2024,8:39,17:19,Work From Home,Evening,Remote
E1054,Employee_54,IT,2024-01-20,8:1,17:14,Late,Evening,Remote
E1032,Employee_32,Operations,10/03/2024,9:25,19:56,Late,Evening,Office
E1049,Employee_49,Sales,31/01/2024,9:7,18:12,Work From Home,Evening,Remote
E1015,Employee_15,IT,25/02/2024,11:12,20:59,Work From Home,Morning,Remote
E1050,Employee_50,Sales,2024-02-29,8:52,20:9,Late,Morning,Office
E1001,Employee_1,IT,2024-01-21,8:44,20:57,Late,Morning,Remote
E1004,Employee_4,Sales,03/03/2024,11:8,16:43,Work From Home,Evening,Remote
E1052,Employee_52,Sales,01-01-2024,11:10,18:59,Work From Home,Morning,Remote
E1035,Employee_35,Operations,2024-02-28,11:15,20:20,Late,Morning,Remote
E1007,Employee_7,HR,2024-01-02,9:48,16:47,present,Morning,Remote
E1036,Employee_36,Sales,01-03-2024,8:18,20:16,Work From Home,Evening,Remote
E1000,Employee_0,IT,03-28-2024,,,Absent,Evening,Remote
E1050,Employee_50,HR  ,01-21-2024,9:26,19:54,present,Evening,Remote
E1015,Employee_15,Sales,03-21-2024,8:32,17:16,Present,Morning,Office
E1024,Employee_24,IT,2024-03-23,8:3,19:26,Late,Evening,Remote
E1048,Employee_48,HR,01-22-2024,,,Absent,Morning,Office
E1032,Employee_32,Operations,09/02/2024,9:49,20:57,Late,Evening,Remote
E1044,Employee_44,Finance,02-13-2024,,,Absent,Morning,Remote
E1022,Employee_22,Operations,09/03/2024,9:29,16:24,Late,Morning,Remote
E1020,Employee_20,HR,01-24-2024,11:16,18:20,Late,Evening,Office
E1025,Employee_25,HR,2024-03-05,8:8,18:16,Present,Morning,Office
E1034,Employee_34,Sales,02/03/2024,11:14,17:4,Late,Evening,Remote
E1036,Employee_36,Finance,09/01/2024,10:24,18:7,Present,Evening,Office
E1051,Employee_51,Operations,2024-03-08,,,Absent,Morning,Remote
E1024,Employee_24,Finance  ,01/02/2024,8:57,16:48,Late,Evening,Office
E1022,Employee_22,Operations,03-20-2024,10:34,17:47,Present,Morning,Remote
E1036,Employee_36,Operations  ,01-23-2024,11:54,19:42,Late,Evening,Office
E1044,Employee_44,Finance,2024-01-17,11:48,19:48,Late,Evening,Office
E1050,Employee_50,IT,21/02/2024,11:2,19:4,Present,Morning,Office
E1056,Employee_56,IT,01-09-2024,9:49,17:14,Present,Evening,Office
E1047,Employee_47,HR,03-01-2024,,,Absent,Morning,Remote
E1044,Employee_44,Operations,2024-02-26,9:43,20:56,Work From Home,Evening,Remote
E1018,Employee_18,Finance,2024-03-09,9:45,17:3,Present,Evening,Remote
E1026,Employee_26,Sales,2024-03-14,,,Absent,Evening,Office
E1017,Employee_17,Sales,09/03/2024,10:25,18:45,Work From Home,Morning,Office
E1046,Employee_46,HR,21/01/2024,8:3,20:1,Late,Morning,Office
E1035,Employee_35,Operations,01/01/2024,,,Absent,Morning,Remote
E1029,Employee_29,HR,20/01/2024,9:15,19:6,Late,Morning,Office
E1035,Employee_35,Sales,2024-02-23,10:29,16:36,Work From Home,Evening,Office
E1023,Employee_23,IT,19/03/2024,,,,Morning,Remote
E1050,Employee_50,Operations,20/03/2024,8:54,19:51,Present,Morning,Office
E1026,Employee_26,HR,2024-02-28,11:13,19:53,Work From Home,Morning,Office
E1005,Employee_5,Finance,01-11-2024,10:58,20:37,Late,Evening,Office
E1052,Employee_52,Sales,2024-01-27,11:48,17:44,Late,Morning,Remote
E1019,Employee_19,HR,11/01/2024,8:29,20:14,late,Morning,Office
E1039,Employee_39,Operations,02-10-2024,,,Absent,Morning,Office
E1019,Employee_19,Sales,2024-03-25,8:14,18:58,,Evening,Office
E1011,Employee_11,Sales,2024-02-26,9:38,17:44,Work From Home,Evening,Remote
E1031,Employee_31,Operations,09/03/2024,,,Absent,Morning,Remote
E1025,Employee_25,Operations,2024-02-24,8:27,17:59,,Evening,Office
E1040,Employee_40,Finance,2024-01-25,9:45,18:22,Late,Evening,Office
E1024,Employee_24,IT,02-27-2024,10:18,16:52,Work From Home,Evening,Office
E1045,Employee_45,Operations,2024-03-26,8:2,17:21,Work From Home,Morning,Remote
E1004,Employee_4,Finance,09/03/2024,10:11,16:12,Present,Morning,Office
E1037,Employee_37,HR,03-07-2024,10:52,20:8,Late,Evening,Remote
E1015,Employee_15,HR,02-29-2024,9:30,17:3,Work From Home,Evening,Office
E1009,Employee_9,HR,2024-03-29,9:38,20:55,Present,Morning,Remote
E1000,Employee_0,IT,25/03/2024,,,Absent,Morning,Office
E1016,Employee_16,IT,01/03/2024,10:14,20:37,Work From Home,Evening,Office
E1016,Employee_16,Finance,24/03/2024,,,Absent,Evening,Office
E1033,Employee_33,HR,02-24-2024,9:43,16:54,Late,Evening,Remote
E1050,Employee_50,HR,18/01/2024,9:59,18:50,Late,Morning,Remote
E1031,Employee_31,Operations,08/03/2024,11:14,18:44,work from home,Evening,Office
E1014,Employee_14,Sales,02-06-2024,,,Absent,Evening,Remote
E1015,Employee_15,IT,12/02/2024,9:52,18:12,Work From Home,Evening,Office
E1042,Employee_42,HR,29/03/2024,9:53,16:27,Work From Home,Evening,Office
E1059,Employee_59,Finance,2024-01-09,,,absent,Evening,Remote
E1027,Employee_27,Finance,02-05-2024,8:52,17:48,Work From Home,Evening,Office
E1042,Employee_42,Operations,03-07-2024,8:16,17:23,Work From Home,Evening,Remote
E1058,Employee_58,Finance  ,23/01/2024,9:22,17:3,Work From Home,Morning,Remote
E1005,Employee_5,HR,01-04-2024,10:7,19:52,Work From Home,Morning,Remote
E1009,Employee_9,IT,2024-02-10,9:32,17:55,Work From Home,Morning,Remote
E1001,Employee_1,Operations,13/01/2024,8:47,16:34,Work From Home,Morning,Office
E1052,Employee_52,HR,2024-03-10,9:2,16:23,Present,Evening,Remote
E1035,Employee_35,Operations,05/02/2024,11:30,20:53,Present,Morning,Office
E1057,Employee_57,Operations,2024-01-30,9:4,19:14,Present,Morning,Remote
E1049,Employee_49,Sales,15/02/2024,8:51,20:26,Present,Morning,Office
E1031,Employee_31,Finance,19/02/2024,9:46,18:20,Work From Home,Evening,Office
E1037,Employee_37,IT,02-06-2024,,,Absent,Morning,Remote
E1005,Employee_5,Finance,25/03/2024,9:30,17:27,Late,Evening,Office
E1056,Employee_56,IT,01-18-2024,10:47,19:54,Present,Evening,Office
E1002,Employee_2,IT,02/01/2024,8:38,17:57,Work From Home,Morning,Remote
E1032,Employee_32,Operations,2024-01-25,10:20,18:18,Present,Evening,Office
E1053,Employee_53,IT,09/03/2024,8:39,20:12,Work From Home,Evening,Remote
E1046,Employee_46,HR,01-21-2024,10:9,16:54,Late,Morning,Office
E1043,Employee_43,Sales,03-10-2024,9:44,18:13,Present,Morning,Remote
E1051,Employee_51,Sales,03-17-2024,11:2,17:23,Late,Morning,Office
E1011,Employee_11,IT,21/02/2024,,,absent,Evening,Office
E1022,Employee_22,HR,01-24-2024,,,Absent,Evening,Remote
E1046,Employee_46,Operations,25/03/2024,,,Absent,Morning,Remote
E1027,Employee_27,Finance,27/02/2024,,,Absent,Evening,Office
E1042,Employee_42,Sales,02/01/2024,9:42,17:1,Present,Evening,Office
E1051,Employee_51,Finance,2024-01-25,10:32,20:25,Work From Home,Morning,Office
E1056,Employee_56,HR,07/01/2024,,,Absent,Evening,Remote
E1005,Employee_5,Sales,2024-01-02,8:51,17:13,Work From Home,Morning,Remote
E1025,Employee_25,IT,2024-02-05,,,Absent,Morning,Office
E1048,Employee_48,Operations,01-06-2024,9:3,18:27,Present,Evening,Remote
E1041,Employee_41,Sales,2024-03-18,,,Absent,Evening,Remote
E1035,Employee_35,HR,03-23-2024,11:8,17:48,Work From Home,Morning,Remote
E1035,Employee_35,Operations,01-25-2024,8:34,20:10,Work From Home,Morning,Office
E1015,Employee_15,IT,2024-03-11,10:47,20:10,Present,Morning,Office
E1047,Employee_47,IT,02-23-2024,,,Absent,Evening,Remote
E1020,Employee_20,Operations,21/01/2024,9:11,18:0,Present,Morning,Remote
E1010,Employee_10,Finance,2024-03-20,8:6,18:34,Late,Morning,Remote
E1020,Employee_20,IT,2024-02-17,,,Absent,Morning,Remote
E1032,Employee_32,HR,2024-03-19,10:29,20:27,Late,Morning,Office
E1042,Employee_42,Finance,2024-02-18,,,Absent,Morning,Office
E1035,Employee_35,Sales,2024-01-31,9:51,18:20,Present,Evening,Remote
E1015,Employee_15,Sales,02-13-2024,11:58,17:53,Late,Morning,Remote
E1025,Employee_25,Finance,24/03/2024,11:29,17:57,Work From Home,Evening,Remote
E1046,Employee_46,Finance,28/01/2024,10:40,18:52,Present,Morning,Remote
E1045,Employee_45,IT,03-21-2024,,,Absent,Morning,Office
E1057,Employee_57,Operations,03-23-2024,,,Absent,Evening,Remote
E1050,Employee_50,Finance,2024-01-26,8:11,17:21,Work From Home,Evening,Office
E1034,Employee_34,IT,03-28-2024,8:26,16:5,Late,Evening,Office
E1058,Employee_58,Sales,02-28-2024,10:59,17:47,Work From Home,Morning,Office
E1033,Employee_33,Finance,2024-01-02,11:46,18:36,Work From Home,Evening,Office
E1039,Employee_39,HR,02-06-2024,10:24,16:18,Late,Morning,Remote
E1000,Employee_0,Operations  ,01-13-2024,8:37,16:48,Work From Home,Evening,Office
E1033,Employee_33,Sales,03-17-2024,11:23,16:45,Late,Morning,Remote
E1055,Employee_55,HR,01/01/2024,11:32,20:39,Present,Morning,Office
E1016,Employee_16,Sales,09/01/2024,,,Absent,Morning,Office
E1024,Employee_24,Finance,01-03-2024,10:9,18:51,Work From Home,Morning,Remote
E1000,Employee_0,Sales,04/01/2024,10:10,19:29,Present,Morning,Office
E1041,Employee_41,IT,03-25-2024,8:39,17:38,Late,Evening,Office
E1049,Employee_49,Operations  ,2024-01-18,11:44,18:40,Late,Morning,Office
E1042,Employee_42,Finance,03-02-2024,11:27,19:50,Late,Evening,Remote
E1013,Employee_13,IT,2024-03-30,9:18,17:25,Work From Home,Morning,Remote
E1016,Employee_16,IT,01-04-2024,,,absent,Evening,Office
E1051,Employee_51,Finance,28/01/2024,11:36,18:37,Late,Evening,Remote
E1031,Employee_31,Sales  ,2024-01-17,10:1,19:42,Present,Morning,Remote
E1000,Employee_0,Finance,19/02/2024,8:22,16:58,Work From Home,Evening,Remote
E1052,Employee_52,Finance,16/02/2024,11:11,16:41,Work From Home,Morning,Office
E1011,Employee_11,Operations,03-23-2024,,,Absent,Evening,Office
E1004,Employee_4,Sales,03-04-2024,,,Absent,Evening,Office
E1033,Employee_33,HR,03-05-2024,,,Absent,Morning,Remote
E1050,Employee_50,HR,02-25-2024,10:21,19:59,Present,Evening,Office
E1023,Employee_23,HR,01-14-2024,10:36,18:54,Late,Evening,Office
E1005,Employee_5,Sales,01-13-2024,9:34,18:28,Work From Home,Morning,Remote
E1015,Employee_15,Finance,02-29-2024,11:16,19:57,Present,Evening,Office
E1001,Employee_1,IT,2024-03-14,9:44,20:2,,Evening,Office
E1054,Employee_54,IT,2024-02-12,11:1,20:50,Late,Morning,Office
E1054,Employee_54,Operations,29/02/2024,9:44,20:22,Present,Morning,Office
E1013,Employee_13,Finance,2024-01-07,,,Absent,Morning,Office
E1031,Employee_31,IT,2024-01-11,11:54,16:53,Work From Home,Evening,Office
E1024,Employee_24,Finance,2024-03-15,9:0,16:45,Work From Home,Morning,Office
E1056,Employee_56,IT,01-14-2024,8:22,17:50,Late,Morning,Remote
E1006,Employee_6,Sales,15/02/2024,10:33,20:24,Present,Evening,Remote
E1059,Employee_59,HR,2024-03-03,,,Absent,Morning,Remote
E1001,Employee_1,HR,11/02/2024,8:46,20:56,Work From Home,Morning,Remote
E1033,Employee_33,IT,2024-03-20,8:17,18:40,Work From Home,Morning,Remote
E1016,Employee_16,HR,24/01/2024,11:15,18:29,Late,Morning,Office
E1046,Employee_46,Sales,2024-03-07,,,Absent,Evening,Office
E1053,Employee_53,Finance,2024-03-09,10:20,18:49,Work From Home,Morning,Office
E1057,Employee_57,IT,02-16-2024,11:51,18:11,Present,Evening,Office
E1026,Employee_26,Operations,15/02/2024,,,Absent,Evening,Office
E1004,Employee_4,Finance,2024-01-24,8:17,17:34,Work From Home,Morning,Remote
E1018,Employee_18,Finance,03-27-2024,8:26,18:21,Work From Home,Evening,Remote
E1007,Employee_7,Finance,31/01/2024,11:57,17:43,Late,Morning,Remote
E1002,Employee_2,Sales,03-29-2024,,,Absent,Evening,Office
E1010,Employee_10,Sales,03-09-2024,8:34,16:16,Work From Home,Evening,Remote
E1049,Employee_49,Sales,08/02/2024,8:44,18:15,Late,Evening,Remote
E1041,Employee_41,Operations,2024-03-08,8:42,20:53,Work From Home,Morning,Remote
E1059,Employee_59,Sales,01-29-2024,,,absent,Morning,Remote
E1027,Employee_27,IT,03-15-2024,8:44,17:35,Work From Home,Morning,Remote
E1057,Employee_57,Finance,02-16-2024,10:54,18:8,Late,Morning,Remote
E1030,Employee_30,Sales,01-06-2024,11:16,20:10,Work From Home,Evening,Office
E1018,Employee_18,Sales,03-24-2024,11:49,18:20,Present,Evening,Remote
E1006,Employee_6,Operations,02-20-2024,,,Absent,Evening,Remote
E1038,Employee_38,Sales,02-11-2024,,,Absent,Morning,Office
E1030,Employee_30,HR,21/01/2024,11:26,17:18,Late,Morning,Remote
E1042,Employee_42,IT,2024-03-14,10:58,18:18,Late,Evening,Office
E1029,Employee_29,HR,12/01/2024,8:3,17:20,Present,Morning,Office
E1057,Employee_57,IT,01-13-2024,8:17,18:5,Work From Home,Morning,Office
E1035,Employee_35,IT,01-31-2024,8:22,17:21,Work From Home,Evening,Remote
E1034,Employee_34,Operations,03-20-2024,11:45,17:37,Late,Morning,Office
E1032,Employee_32,Sales,02-21-2024,10:21,18:57,Present,Morning,Remote
E1034,Employee_34,IT,01-14-2024,11:10,17:26,Late,Evening,Office
E1008,Employee_8,Finance,2024-03-09,,,Absent,Morning,Office
E1040,Employee_40,HR,2024-01-05,10:48,20:7,Late,Morning,Office
E1030,Employee_30,Finance,26/03/2024,,,Absent,Evening,Remote
E1043,Employee_43,HR,2024-02-05,,,Absent,Evening,Office
E1059,Employee_59,Finance,01-26-2024,8:53,20:36,Present,Evening,Remote
E1018,Employee_18,IT,03-25-2024,,,Absent,Morning,Office
E1014,Employee_14,Finance,2024-03-22,,,Absent,Evening,Remote
E1017,Employee_17,IT,28/03/2024,9:31,18:50,Present,Evening,Remote
E1029,Employee_29,Finance,01-14-2024,8:49,17:15,Work From Home,Morning,Remote
E1037,Employee_37,Sales,2024-01-16,10:4,19:49,Work From Home,Evening,Office
E1031,Employee_31,Sales,10/02/2024,8:23,17:16,Late,Morning,Office
E1053,Employee_53,HR,2024-02-09,,,Absent,Morning,Office
E1047,Employee_47,Operations,02-01-2024,,,Absent,Morning,Office
E1016,Employee_16,HR,03-06-2024,9:52,16:46,Present,Morning,Remote
E1009,Employee_9,HR,2024-03-09,8:5,17:5,Late,Evening,Remote
E1059,Employee_59,Finance,03-21-2024,10:4,16:57,Present,Morning,Remote
E1059,Employee_59,Finance,2024-01-02,9:8,17:54,Work From Home,Morning,Remote
E1056,Employee_56,HR,2024-02-22,11:7,19:7,Work From Home,Evening,Office
E1005,Employee_5,Sales,27/03/2024,8:36,19:57,Late,Morning,Office
E1042,Employee_42,Finance,03-22-2024,9:13,19:40,Work From Home,Morning,Remote
E1009,Employee_9,Finance,03-03-2024,,,Absent,Morning,Office
E1031,Employee_31,Sales,01-01-2024,11:7,18:44,Work From Home,Morning,Office
E1021,Employee_21,HR,02-10-2024,11:0,16:32,Late,Evening,Remote
E1029,Employee_29,HR,01-04-2024,,,Absent,Morning,Remote
E1029,Employee_29,HR,2024-01-29,,,Absent,Evening,Office
E1006,Employee_6,HR  ,08/03/2024,,,Absent,Evening,Remote
E1017,Employee_17,Finance,03-25-2024,9:56,20:40,Present,Morning,Office
E1009,Employee_9,Operations,2024-01-09,10:15,19:21,Late,Evening,Office
E1058,Employee_58,Finance,2024-03-17,10:59,16:31,late,Morning,Office
E1027,Employee_27,Sales,2024-01-19,8:18,19:19,Work From Home,Morning,Office
E1005,Employee_5,HR,02/02/2024,11:30,20:34,Present,Evening,Remote
E1035,Employee_35,Sales,2024-02-25,11:6,16:41,Late,Morning,Office
E1050,Employee_50,Finance,2024-02-23,8:22,18:1,Present,Evening,Remote
E1053,Employee_53,Finance,23/01/2024,9:6,19:31,Late,Evening,Office
E1007,Employee_7,Operations,01-13-2024,8:57,18:43,Late,Morning,Office
E1056,Employee_56,IT,27/01/2024,8:14,19:46,work from home,Morning,Office
E1038,Employee_38,Finance,2024-01-31,11:2,18:3,Work From Home,Evening,Remote
E1004,Employee_4,HR,2024-01-08,,,Absent,Evening,Office
E1003,Employee_3,Sales,2024-02-07,10:37,16:40,Work From Home,Morning,Remote
E1031,Employee_31,Finance,10/01/2024,8:22,17:14,work from home,Evening,Remote
E1016,Employee_16,HR,2024-02-04,11:45,18:4,Work From Home,Evening,Office
E1011,Employee_11,HR,13/01/2024,10:7,16:28,Present,Evening,Remote
E1004,Employee_4,Finance,2024-01-21,10:5,17:30,present,Evening,Office
E1009,Employee_9,HR,16/01/2024,8:8,18:29,Present,Morning,Remote
E1047,Employee_47,IT,2024-03-19,11:5,18:29,Work From Home,Morning,Remote
E1033,Employee_33,HR,2024-02-02,10:45,20:14,,Evening,Remote
E1029,Employee_29,HR,06/01/2024,,,Absent,Morning,Office
E1043,Employee_43,Finance,01-11-2024,8:28,20:21,,Evening,Remote
E1032,Employee_32,Operations,02-06-2024,9:26,16:53,Work From Home,Morning,Office
E1053,Employee_53,HR,2024-01-19,11:18,18:11,Work From Home,Evening,Remote
E1049,Employee_49,IT,08/03/2024,10:35,16:2,Work From Home,Morning,Office
E1019,Employee_19,Finance,25/03/2024,8:20,20:5,Present,Evening,Remote
E1047,Employee_47,Sales,03/01/2024,,,,Morning,Office
E1008,Employee_8,Finance,2024-01-29,,,Absent,Evening,Office
E1002,Employee_2,HR,03-14-2024,9:11,18:51,Present,Morning,Remote
E1031,Employee_31,HR,2024-03-09,9:11,20:49,Present,Evening,Office
E1004,Employee_4,HR,23/03/2024,8:11,19:58,work from home,Morning,Remote
E1050,Employee_50,Finance,03-29-2024,,,Absent,Morning,Remote
E1018,Employee_18,Operations,24/03/2024,10:1,20:51,Late,Morning,Office
E1001,Employee_1,Sales,2024-03-27,11:21,18:34,Work From Home,Evening,Office
E1028,Employee_28,Finance,2024-02-06,,,Absent,Morning,Remote
E1037,Employee_37,Finance,03/03/2024,10:44,16:9,Work From Home,Morning,Office
E1001,Employee_1,Sales,21/03/2024,8:36,20:22,late,Evening,Remote
E1003,Employee_3,IT,12/01/2024,11:49,20:10,Work From Home,Morning,Remote
E1059,Employee_59,IT,02-24-2024,,,Absent,Morning,Remote
E1035,Employee_35,HR,14/03/2024,,,Absent,Morning,Remote
E1038,Employee_38,IT,02-18-2024,9:18,19:20,Late,Evening,Office
E1030,Employee_30,IT,19/03/2024,8:46,17:0,Late,Morning,Office
E1014,Employee_14,Sales,01-06-2024,9:56,16:3,Present,Evening,Office
E1045,Employee_45,Operations,2024-02-15,9:6,20:36,Work From Home,Morning,Remote
E1023,Employee_23,HR,02-23-2024,11:36,17:54,Present,Morning,Office
E1027,Employee_27,IT,2024-01-26,,,Absent,Evening,Remote
E1011,Employee_11,Operations  ,11/02/2024,,,Absent,Evening,Remote
E1029,Employee_29,Finance,02-10-2024,10:27,16:20,Present,Evening,Remote
E1030,Employee_30,Operations  ,05/02/2024,10:22,16:54,Present,Evening,Remote
E1036,Employee_36,Finance,2024-03-19,9:24,18:20,Late,Evening,Remote
E1004,Employee_4,Finance,03-15-2024,9:34,16:10,Present,Evening,Office
E1024,Employee_24,Sales,2024-03-29,8:17,18:52,Work From Home,Morning,Remote
